"Anonymisation","4. SexeVerifieParLeDiplome","14. AnneeDiplomeVerifieParLeDiplome","15. ActiviteActuelle","27. EmploiLieuRegionEtranger","28. EmploiLieuPaysTerritoire","30. Option_EmploiMoisOccupation","32. EmploiContrat","35. EmploiCadre","36. EmploiTempsPleinPartiel","39. EmploiEntreprise","45. EmploiEntrepriseTaille","48. EmploiEntrepriseSecteurActivite","51. EmploiEntrepriseService","53. EmploiEntreprisePoste","54. EmploiResponsabilitesHierarchiques","55. EmploiResponsabiliteBudget","56. EmploiResponsabiliteEquipe","57. EmploiResponsabiliteProjet","61. Option_EmploiInternational","62. Option_EmploiInternationalPrecision","63. EmploiSalaireBrutAnnuelHorsPrimes","64. EmploiPrimesBrutOuiNon","65. EmploiPrimesBrutOuiMontant","66. EmploiAvantagesNatureOuiNon","67. EmploiAvantagesNatureOuiMontant","69. EmploiCommentTrouve","73. Option_EmploiMoyensRechercheEmploi","76. EmploiCritereChoix","78. EmploiAdequationNiveauQualification","79. EmploiAdequationSecteurDisciplinaire","80. EmploiSatisfaction","81. EmploiSatisfactionConditions","82. EmploiSatisfactionCollegues","83. EmploiSatisfactionRemuneration","84. EmploiSatisfactionAutonomie","85. EmploiSatisfactionLocalisation","86. EmploiChercheAutreEmploi","88. VolontariatType","89. VolontariatTypeAutre","113. TheseType","125. TheseSalaireBrutAnnuelHorsPrimes","126. ThesePrimesBrutOuiNon","127. ThesePrimesBrutOuiMontant","128. TheseAvantagesNatureOuiNon","129. TheseAvantagesNatureOuiMontant","130. TheseSalaireBrutAnnuelAvecPrimes","131. 1erEmploiDecritPrecedemment","134. 1erEmploiLapsPourTrouverApresDiplomeMois","135. Option_EcoleSatisfactionFormation","136. Option_EcoleAccompagnementProjetPro","151. Option_ScolariteCesure","152. Option_ScolariteMoisStage","153. Option_ScolariteMoisStageObligatoire","166. Tableaux_Compteur","167. Tableaux_Sexe","168. Tableaux_Promo","170. Effectifs_Promo","171. Effectifs_PromoSexe","175. Tableaux_BooleenFemmes","177. LieuTravail_FranceEtranger","178. Tableaux_BooleenCDI","190. Tableaux_Booleen1erEmploiMoinsDeuxMois","243. PROGRESSION","249. AnneeEnquete","264. Option_ScolariteFiliereFormation","265. Option_ScolariteSpecialisation","Domaine d'activite a un an","Domaine d'activite a 2 ans"
"17041","Homme",2017,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)","40","CDI","Oui","À temps plein","alcimed sas","De 50 à 249 salarié(e)s","Société de conseil ou d'ingénierie - Bureaux d'études indépendants","Études - Conseil et expertise",NA,"Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",47000,"Oui","3000","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Candidature spontanée;Démarché(e) par un ""chasseur de têtes""","Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Oui","Oui",NA,"Satisfait","Très satisfait","Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Très satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","2","Satisfait(e)","Utile","Non","11","11","1","Homme","2017","118","49","0","France","100","0","Terminé",2022,"COF","Chimie-Santé",NA,NA
"17054","Femme",2017,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Peu utile","Non","9",NA,"1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"DGE","Chimie-Matériaux-Environnement","En poursuite d'études (hors thèse)",NA
"17054","Femme",2017,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Peu utile","Non","10",NA,"1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2019,"DGE","Chimie-Matériaux-Environnement",NA,"En poursuite d'études (hors thèse)"
"17054","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Veolia Eau D'île de France","De 250 à 4 999 salarié(e)s","Production et distribution d'eau  assainissement, gestion des déchets et dépollution","Autre","Ingénieure études et projets","Non","Non","Non","Oui","Non",NA,35000,"Non",NA,"Non",NA,"Autre","Sites Internet d'entreprises","L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le contenu de la mission / du poste proposé","Oui","Non","Satisfait(e)","Très satisfait","Très satisfait","Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Inutile","Non","9",NA,"1","Femme","2017","118","69","100","France","100","100","Terminé",2020,"DGE","Chimie-Matériaux-Environnement",NA,NA
"17055","Femme",2017,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Peu utile","Oui","22","10","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"Erasmus (étranger)","Chimie-Santé","En poursuite d'études (hors thèse)",NA
"17055","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Roche","5 000 salarié(e)s ou plus","Industrie pharmaceutique","Ressources humaines","Coach Agile Junior","Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",45000,"Non",NA,"Non",NA,"Candidature spontanée","Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Non","Satisfait(e)","Satisfait","Satisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","3","Satisfait(e)","Peu utile","Oui",NA,NA,"1","Femme","2017","118","69","100","France","100","0","Terminé",2021,"CBS","Chimie-Santé",NA,NA
"17055","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)","1","CDI","Oui","À temps plein","Roche","5 000 salarié(e)s ou plus","Industrie pharmaceutique","Enseignement - Formation",NA,"Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",NA,"Non",NA,"Non",NA,"Candidature spontanée","Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;La notoriété de l'entreprise;La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé","Oui","Non",NA,"Satisfait","Satisfait","Satisfait","Satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","3","Satisfait(e)","Peu utile","Oui",NA,NA,"1","Femme","2017","118","69","100","France","100","0","Terminé",2022,"CBS","Chimie-Santé",NA,NA
"17073","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","24522","Non",NA,"Non",NA,"24522",NA,"0","Très satisfait(e)","Très utile","Non","12","11","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"MAT","Chimie-Matériaux-Environnement","En thèse",NA
"17073","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","24516","Non",NA,"Oui","1000","25516",NA,NA,"Satisfait(e)","Assez utile","Non","12","11","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2019,"MAT","Chimie-Matériaux-Environnement",NA,"En thèse"
"17073","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","25255","Oui","500","Non",NA,"25755",NA,NA,"Satisfait(e)","Assez utile","Non","12","11","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2020,"MAT","Chimie-Matériaux-Environnement",NA,NA
"17073","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","25200","Oui","1300","Non",NA,"26500",NA,NA,"Très satisfait(e)","Assez utile","Non","10","9","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2021,"MAT","Chimie-Matériaux-Environnement",NA,NA
"17073","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)","9","CDD","Oui","À temps plein","CNRS","5 000 salarié(e)s ou plus","Recherche-développement scientifique","Recherche expérimentale","Chercheur Post-doctorale","Non","Non","Non","Oui","Non",NA,32400,"Non",NA,"Non",NA,"Sites Internet d'entreprises","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Autre","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé","Oui","Oui","Satisfait(e)","Satisfait","Très satisfait","Ni satisfait ni insatisfait","Très satisfait","Très satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Très satisfait(e)","Utile","Non","11","11","1","Femme","2017","118","69","100","France","0","100","Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"17074","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","23736","Non",NA,"Non",NA,"23736",NA,NA,"Très satisfait(e)","Assez utile","Non","12","12","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"IPAN","Chimie-Matériaux-Environnement","En thèse",NA
"17074","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","21222","Non",NA,"Non",NA,"21222",NA,NA,"Très satisfait(e)","Très utile","Non","12","12","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2019,"IPAN","Chimie-Matériaux-Environnement",NA,"En thèse"
"17074","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","21222","Non",NA,"Non",NA,"21222",NA,NA,"Très satisfait(e)","Très utile","Non","12","12","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2020,"IPAN","Chimie-Santé",NA,NA
"17074","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21000","Non",NA,"Non",NA,"21000",NA,NA,"Très satisfait(e)","Très utile","Non","12","12","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2021,"IPAN","Chimie-Santé",NA,NA
"17074","Femme",2017,"En recherche d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Très satisfait(e)","Très utile","Non","12","12","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"17024","Homme",2017,"En activité professionnelle","Grand Est","France (y compris DOM-COM)","7","CDI","Oui","À temps plein","Edf","5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Qualité, hygiène, sécurité, environnement, normalisation, certification",NA,"Oui","Oui","Non","Oui","Non",NA,37000,"Oui","2500","Oui","2000","Autre",NA,"La notoriété de l'entreprise","Oui","Oui","Satisfait(e)","Très satisfait","Très satisfait","Très satisfait","Satisfait","Très insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très satisfait(e)","Assez utile","Non","3","3","1","Homme","2017","118","49","0","France","100","100","Terminé",2018,"CNE","Chimie-Matériaux-Environnement","En activité professionnelle",NA
"17024","Femme",2017,"En activité professionnelle","Grand Est","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Edf","5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Qualité, hygiène, sécurité, environnement, normalisation, certification",NA,"Oui","Oui","Oui","Oui","Non",NA,37200,"Oui","10000","Oui","1000","Apprentissage (embauche dans l'entreprise d'accueil du contrat)","Apprentissage (embauche dans l'entreprise d'accueil du contrat)","Les perspectives d'évolution au sein de l'entreprise","Oui","Oui","Satisfait(e)","Très satisfait","Satisfait","Satisfait","Très satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Très satisfait(e)","Assez utile","Non","3","3","1","Homme","2017","118","49","0","France","100","100","Terminé",2019,"CNE","Chimie-Matériaux-Environnement",NA,"En activité professionnelle"
"17024","Homme",2017,"En activité professionnelle","Grand Est","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","EDF","5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Qualité, hygiène, sécurité, environnement, normalisation, certification",NA,"Oui","Oui","Oui","Oui","Non",NA,40000,"Oui","6000","Oui","4000","Apprentissage (embauche dans l'entreprise d'accueil du contrat)","Apprentissage (embauche dans l'entreprise d'accueil du contrat)","Les perspectives d'évolution au sein de l'entreprise","Oui","Oui",NA,"Très satisfait","Satisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très insatisfait(e)","Peu utile","Non","3","3","1","Homme","2017","118","49","0","France","100","100","Terminé",2020,"CNE","Chimie-Matériaux-Environnement",NA,NA
"17024","Homme",2017,"En activité professionnelle","Grand Est","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","EDF - CNPE DE CATTENOM","5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Qualité, hygiène, sécurité, environnement, normalisation, certification","Cadre technique chimie environnement","Oui","Oui","Oui","Oui","Non",NA,50000,"Oui","4000","Oui","1000","Apprentissage (embauche dans l'entreprise d'accueil du contrat)","Apprentissage (embauche dans l'entreprise d'accueil du contrat)","La notoriété de l'entreprise;Les perspectives d'évolution au sein de l'entreprise;Le montant du salaire proposé","Oui","Oui","Satisfait(e)","Très satisfait","Très satisfait","Très satisfait","Très satisfait","Insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Satisfait(e)","Assez utile","Non","15","4","1","Homme","2017","118","49","0","France","100","100","Terminé",2021,"CNE","Chimie-Matériaux-Environnement",NA,NA
"17075","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","1390","Non",NA,"Non",NA,"22240",NA,NA,"Satisfait(e)","Assez utile","Non","12","12","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2018,"MAT",NA,"En thèse",NA
"17075","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","1421","Non",NA,"Non",NA,"1421",NA,NA,"Satisfait(e)","Très utile","Non","12","10","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2019,"MAT","Chimie-Matériaux-Environnement",NA,"En thèse"
"17301","Homme",2017,"En activité professionnelle","Occitanie","France (y compris DOM-COM)",NA,"CDD","Non","À temps partiel","Florence Raveau","De 10 à 19 salarié(e)s","Enseignement, recherche","Enseignement - Formation","Professeur de Biomolécules","Non","Non","Non","Non","Non",NA,24000,"Non",NA,"Non",NA,"Candidature spontanée","Sites Internet d'entreprises;Candidature spontanée","Le lieu géographique","Oui","Oui",NA,"Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Très insatisfait","Très insatisfait","Très satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","2","Satisfait(e)","Inutile","Non","13","13","1","Homme","2017","118","49","0","France","0","0","Terminé",2019,"CBS","Chimie-Santé",NA,"En activité professionnelle"
"17301","Homme",2017,"En activité professionnelle","Occitanie","France (y compris DOM-COM)",NA,NA,NA,NA,"Education Nationale",NA,"Enseignement - Recherche","Enseignement - Formation","Enseignant contractuel","Non","Non","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Homme","2017","118","49","0","France",NA,NA,"En cours",2022,NA,NA,NA,NA
"17076","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","1769","Non",NA,"Non",NA,"21228",NA,"0","Très satisfait(e)","Très utile","Non","13","13","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2018,"CBS","Chimie-Santé","En thèse",NA
"17076","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","1769","Non",NA,"Non",NA,"1769",NA,NA,"Très satisfait(e)","Assez utile","Non","13","11","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2019,"CBS","Chimie-Santé",NA,"En thèse"
"17076","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","17892","Non",NA,"Non",NA,"17892",NA,NA,"Très satisfait(e)","Très utile","Non","13","11","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2020,"CBS","Chimie-Santé",NA,NA
"17076","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21223","Oui","1988","Non",NA,"23211",NA,NA,"Très satisfait(e)","Très utile","Non","13","11","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2021,"CBS","Chimie-Santé",NA,NA
"17076","Homme",2017,"En volontariat (VIA, VIE, ...)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIE (Volontariat International en Entreprise)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Utile","Non","11","9","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2022,"CBS","Chimie-Santé",NA,NA
"17077","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","21160","Non",NA,"Non",NA,"21160",NA,NA,"Satisfait(e)","Assez utile","Oui","23","11","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2018,"CBS",NA,"En thèse",NA
"17077","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","16620","Oui","1000","Non",NA,"17620",NA,NA,"Satisfait(e)","Assez utile","Oui","23","11","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2019,"Autre Ecole de la FGL","Chimie-Santé",NA,"En thèse"
"17077","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","14500","Non",NA,"Non",NA,"14500",NA,NA,"Très satisfait(e)","Assez utile","Oui","23","11","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2020,"Autre Ecole de la FGL",NA,NA,NA
"17077","Homme",2017,"En activité professionnelle","Étranger","Royaume-Uni","5","Autre",NA,"À temps plein","Unilever","5 000 salarié(e)s ou plus","Industrie chimique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Colloid science research scientist","Non","Non","Non","Oui","Oui","Vous êtes en poste à l'étranger",35000,"Oui","2200","Oui","8000","Sites Internet d'entreprises","Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée;Autre","La notoriété de l'entreprise;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé","Oui","Oui","Satisfait(e)","Satisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Très satisfait(e)","Utile","Oui","23","11","1","Homme","2017","118","49","0","Étranger",NA,"100","Terminé",2022,"Autre Ecole de la FGL","Chimie-Santé",NA,NA
"17004","Homme",2017,"En activité professionnelle","Normandie","France (y compris DOM-COM)","6","CDD","Oui","À temps plein","Orano - La Hague","5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Chargé d'études et d'expertises laboratoire","Non","Non","Non","Oui","Non",NA,33000,"Oui","2800","Oui","2000","Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...);Sites Internet d'entreprises;Autre","Le contenu de la mission / du poste proposé","Oui","Oui",NA,"Satisfait","Très satisfait","Satisfait","Satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Assez utile","Non","12","10","1","Homme","2017","118","49","0","France","0","100","Terminé",2018,"CNE","Chimie-Matériaux-Environnement","En activité professionnelle",NA
